views,likes,comments,shares,author_verified,primary_hashtag,music_name,music_is_original,duration_sec,caption,upload_date,author_name,video_id
42000,2247,60,1,False,fyp,original sound,True,15,Hier dan eindelijk het filmpje waar jullie op gewacht hebben. Wat vinden jullie er van? #fyp #muziek #meester #dance #twerk #school #comedy #tt #prank,2020-10-30,muziekmeestergido,6889452355486485762
47000,5013,51,18,False,memories,Kolors,False,10,why is it so blurry?💖 @tonylopez @ondreazlopez #memories #ondreazlopez #tonylopez #lopezbrothers #behindthescenes,2020-10-16,lopez_and_dameliofann,6884239332329164034
226700,3372,56,23,False,powerlifting,original sound,True,17,https://www.advancedhumanperformance.com/ #powerlifting #benchpress #floorpress #powerlifter #powerlifting #powerlift #fitness #workout #strong,2020-10-02,exercisebrothers,6879123852467768581
64400,1805,57,34,False,volleybal,origineel geluid,True,11,De trend na doen toch 🙃🙃 🏐🏐🏐#volleybal #training #laat #temelig,2020-09-24,detwensechicks,6876145412105899265
72500,5398,40,95,False,giraffe,origineel geluid,True,14,Who needs a giraffe carwash? 😂🦒😂 #giraffe #carwash #beeksebergen #brabant #holland #netherlands #happy #nature #cute #animal #themepark #car #funny,2020-11-23,themepark_explorers,6898295232723471617
24800000,1200000,4454,14400,True,thekiryalife,Love Story,False,7,Lifehack when u see a pretty girl | Лайфхак когда понравилась девушка👋🤣  #thekiryalife #prank #reaction #pickupline #пранк #реакции #foryou,2020-11-14,thekiryalife,6895082457968725249
113800,8860,25,71,False,foryou,origineel geluid,True,13,#foryou #voorjou,2020-11-17,its.nodin,6896035426092453122
72300,1723,79,21,False,,Justin Timberlake - Mirrors,True,10,Heeft ooit iemand jou hard gebroken...😩,2020-11-29,quincyhoonakker_,6900621838653869313
632900,81900,2968,541,True,thereforeiam,Therefore I Am,False,15,the transition took way too long lol ib: @azzakabazzas @jamescharles #thereforeiam #billieeilish #transition #makeup #trend #thereforeiambillieeilish,2020-11-22,nikkililly,6898020845189434625
202900,1783,4,5,False,fy,Blah Blah Blah,False,7,Achter de schermen nee ging niet in 1 keer goed. #fy #fypageシ #foryou #voorjou #behindthescene #soccer #voetbal #,2020-09-22,vlogdad,6875317312082201857
182800,15900,77,26,False,,origineel geluid,True,12,Golddigger prank parodie met een random meid 🤣,2020-10-13,nl_daniel,6883066746559794434
141500,10600,161,157,False,,Fuck It Up,False,10,Draft,2020-12-08,strongdoratheexplorer,6903969832719453445
36700,886,87,85,False,businesscoach,origineel geluid,True,15,Choices? Je bent fantastisch! #businesscoach #zelfvertrouwen #presence #businessmentor #bedrijf #tiktokforbusiness #stappenplan #groeiendondernemen,2020-11-10,anoukjosedrayer,6893504738076167426
34500,6403,171,48,False,voorjou,original sound,True,59,je 3e @ heeft een mooie lach 😳😂 #voorjou #tiktoknl #dutch #drawing #tekenen #zotekenje #netherlands,2020-12-11,manoulucia,6905077243240877313
125400,46500,1035,1878,False,tendou,original sound - slowed audios 😋,True,13,Reply to @.tendou_nugget5 train ride with #tendou #haikyuu#haikyuuedit#anime#animeedit#livewallpaper#animelivewallpaper#livewallpaperanime,2020-12-07,reus.fx,6903324940011916546
99900,17600,454,12,False,procreate,origineel geluid,True,59,Antwoorden aan @www.lisa.n1 Wat willen jullie de volgende x in blackwhite challenge zien? 👁👄👁 #procreate #tekenen #blackwhitechallenge #draw #art,2020-11-23,chelseamelody,6898363189080214786
317500,38200,525,139,False,,original sound,True,48,Does anyone do this? 🤔 @christineyuns,2020-11-16,riovacci,6895808596605537537
33700,3414,38,66,False,,original sound,True,18,උබලට බය නෑ 🤪👻😂😂😍,2020-12-17,sachingeethika,6907268705248464129
76900,8093,65,83,False,voorjou,origineel geluid,True,34,Antwoorden aan @sadeetje031 Pepijn zonder pe voor Jp #voorjou #fa2gang #fyp #hertje #Jp,2020-10-26,zopepijn,6887853904697101570
795900,153400,509,127,True,thekiryalife,Among Us,False,25,Идеальные трюки: Угадайте самый сложный кадр | Real life trick shots: Guess the hardest shot 😎 #thekiryalife #trickshot,2020-12-19,thekiryalife,6907966191059356929
58200,3657,14,54,False,fyp,origineel geluid,True,6,Goedemorgen! #fyp #foryou #goedemorgen #powernap,2020-10-21,stijn_fransen,6886026780914846978
59400,5875,203,274,False,,origineel geluid,True,56,Je zou maar 549 hebben lol onderlaag van de samenleving,2020-10-27,jessemiltenburg1,6888423769107385601
95700,12100,77,168,False,duet,Hell 2 da Naw,False,7,#duet with @maximevdd #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-14,timmytimmadome,6883594464900779270
620300,25900,579,2267,False,foryou,"Relaxed BGM for events, cooking videos",False,59,huisgemaakte katjang! #foryou #fyp #voorjou #broodje #eten #koken #schnitzel #cooking #foodporn #vj #anythingface #foodie #food #youbetterrun #fypシ,2020-09-27,haagschekeuken,6877179236386376961
223500,31200,170,79,False,tiktok,origineel geluid,True,20,Je gaat dit met je 1e@ en 3e@ delen😁insta:Sarkissakoo🔥#tiktok #dutch #komedie #voorjou #viraal #voorjoupagina #grapje #ouders #nederland #lachen#nl,2020-11-23,iamsarkis,6898328700476083457
89100,5753,568,69,False,,original sound,True,15,Reply to @mikeymousehouseboi,2020-12-07,bigslank31,6903579807641095430
25900,1842,87,18,False,fyp,оригинальный звук,True,30,Can you tell I want to be a @gymshark athlete? #fyp #foryou #foryoupage #fitness #bodybuilder #aesthetics #gymshark #workout #exercise,2020-10-23,evan_holmes_,6886619249889070337
40100,3836,404,11,False,behappy,It's Tricky,False,22,Odpowiedz użytk. @tedulrichsen  is this okay with you?😁 #behappy #positivevibesonly,2020-11-19,daniii158,6896810007157935362
351700,103900,758,1548,False,kakashi,sonido original,True,26,Kakashi mi fav🥰😂 { #kakashi #kakashihatake #naruto #anime #weeb #edit #animeedit #otaku #funny #xyzbca #fyp #fypage },2020-11-25,lawliet18x,6899171884571626753
1000000,199600,387,113,True,foryou,sonido original,True,12,Cuando tu novia es celosa 😂 #foryou #1m #b,2020-09-25,cainguzman,6876512902929599745
26900,1723,68,2,False,opinion,Red Kingdom,False,15,"Reply to @dmckevitt - those who know, know. Those who don’t, should. #opinion #preference #politics #goat",2020-10-01,benjamin_robert_graham,6878650367668653314
684000,41900,152,5077,False,abdos,Lalala,False,24,Abs routine 8 minutes #abdos #abs #absworkout #entrainementalamaison #tiktokacademie,2020-10-18,gabinouvilla,6884999522360052993
346100,5473,41,24,False,costurar,som original,True,7,#costurar com @takemotodesu #linhacongelante #viral #foryou #viralizoou #linhacongelante #viralizoupostou,2020-12-13,falo_murillo,6905772202600189189
111100,20000,466,210,False,fyp,original sound,True,58,Reply to @lucasneal1 comment any other ideas if you want #fyp #foryou #foryoupage #HolidayTikTok  #RnBVibes  #timewarpscan,2020-11-02,bundaddy,6890594872328195333
72700,19600,140,384,False,fupシ,Чёртовы вороны,True,11,АКАШИИИ#НиШагуБезDETTOL #fupシ #anime #волейболаниме #волейбол #haikyuu #анимеэдит #animeedit #bokuto #akashi #kageyama #hinata,2020-10-15,salamander.5,6883894825855274242
78300,9504,112,11,False,foryoupage,original sound,True,28,Reply to @jaredwiggins2832 #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-11-30,timmytimmadome,6900735754700459270
55100,3347,0,873,False,life,original sound,True,10,#life #is #a #beautiful😍 #story,2020-10-04,jebijude59,6879705053884697858
2900000,395200,1890,21400,False,fyp,som original,True,8,mood 🤣 / #fyp #foryou #melodictechno #housemusic #techno #eletronicmusic,2020-12-19,techempires,6908113835845012742
36000,2409,76,37,False,axaviacion,original sound,True,14,MiG-31 #axaviacion #fyp #foryou #parati #transition #devilchallenge #foryoupage #russia #vladimirputin,2020-11-20,axaviationdefence,6897005299798936834
207900,13600,94,195,False,cake,sonido original,True,14,#cake #dripcake #vainilla #chantilly #happybirthday #dulce #chocolate #destacame #foryou #parati #tiktok #bombom,2020-11-16,mr.vigo_,6895703273773321474
25800,779,11,44,True,,original sound - Newsfirst Sri Lanka,True,59,අප්‍රේල් 21 ප්‍රහාරය සම්බන්ධයෙන් විමර්ශනය කරන ජනාධිපති පරීක්ෂණ කොමිෂන් සභාවේ පොලිස් ඒකකය වෙත ප්‍රකාශයක් ලබා දිමට රජයේ අධිනීතිඥ නිරාෂා ජයරත්න පැමිණියා.,2020-12-16,news1st,6906841661821717762
33800,3434,82,39,False,horadearrasar,Senta no Fazendeiro,False,13,#horadearrasar #fy #foryou #f #sentanofazedeiro,2020-11-26,jailsonjuniorrc,6899555224801791234
142300,20500,243,1570,False,fyp,original sound,True,8,This is me #fyp #thisisme #identify #StrapBack #funny #lipsync #usethissound #sharethis #shareit,2020-10-11,ryan_smith00,6882508731343506694
132300,14800,125,231,False,jontysquad,Sahiba,False,7,Smooth enough?🔥...Viral kyu nhi ho rha mein🥀💔 Foryou? #raplikechester #jontysquad #faheemsajjad07 #standwithkashmir #slowmo #transition,2020-12-19,faheemsajjad07,6907990866284088578
128500,3123,150,48,False,horadearrasar,Cabaré,False,18,Responder a @user709420874 #horadearrasar,2020-10-28,lucasfroes5,6888750527845485825
511200,48100,460,388,False,fyp,Hips Dont Lie by Shakira,True,12,Missing this weather😢 @katelyn_thompson_ #fyp #gymnastics #tumbling #cheer #flips,2020-12-07,justintea,6903317821770484994
23200,732,1206,10,False,الحق,origineel geluid,True,15,#الحق #مسيحين #يسوع #الانحيل #محبه #يوم الحساب #القيامة#bijbel #respect #christelijk,2020-12-10,ayadoo79,6904645678018923777
67000,9025,67,1,False,voorjou,original sound,True,14,10sec VS 10min VS 1uur. Zien hoe in het in een langere tijd doe? Kijk snel op mijn YouTube 🥰 #voorjou #foryou #fy #tekenen #ipad #procreate,2020-10-23,manoulucia,6886856236667636993
478400,114600,5892,2564,False,fyp,Playstation,False,15,#fyp #dancechallenge #playstation #addisonrae #charlidamelio #billieeilish #tatemcrae #arianagrande #dualipa #dixiedamelio #madisonbeer,2020-11-27,notetaking.aesthetic,6899676363188473093
1700000,36400,370,518,False,,orijinal ses,True,20,,2020-12-06,vedatcamoglu06,6903061991225691394
5100000,365600,2765,2491,False,,Toosie Slide,False,10,Rate It 1/10,2020-09-25,relaxify,6876374255974501633
133900,7367,387,598,False,deads,Can I Get an Outlaw,False,25,245lbs 💪🏼 Tag your strongest friends! Duet this with your best attempts 💪🏼 @sumnerhaye where you at? #deads #deadlift @blackstonelabsofficial,2020-12-05,kristengrahamsfb,6902810912416189701
44800,1587,30,113,False,,true love by pink,True,8,En ik ga d’r als een hertje achteraan💕,2020-10-30,keej4y,6889412761927847169
253000,22100,179,228,False,vjp,original sound,True,59,Storytime #vjp #voorjou #fyp #foryou #dutch #tiktoknl #vriendin #storytime #viral #xyzbca,2020-12-09,ivarvanleijsen,6904256013650758914
219700,11900,91,11,False,lovestory,Sean Kingston & Justin Bieber - Eenie Meenie,True,10,The pupil to drench surface #LoveStory #cake,2020-12-20,newtfedaqw,6908266212787047686
53000,3808,183,212,False,fyp,original sound,True,11,No❤️ #fyp #foryou #voorjou,2020-10-22,kaledoos,6886527144478936321
16900,1339,43,128,False,fy,Chill Beat,False,59,We back up on this ho #fy #tinder #rating #nieuwdakkie,2020-10-13,sam.spiess,6883063619202993409
52700,3218,172,47,False,workout,Remember the Name (feat. Styles of Beyond),False,14,13 KM RUN with 10x1min fast + 1min slow💪 from 3’:40/km to 4’:35”/km 💪 IG: thefashionjogger #workout #fit #sporty #running,2020-11-26,thefashionjogger,6899477494659960066
118900,8133,80,385,False,,origineel geluid,True,7,🦋🦋🦋🦋🦋vlinders,2020-10-17,maximeee.r,6884691950478298370
4400000,340300,864,1299,False,,origineel geluid,True,24,Legend dat ie dat durft,2020-10-27,waaromjaron,6888218363923942657
2800000,31900,518,45900,False,stitch,original sound,True,10,#stitch with @blackbarbie098 #fyp #duet #video #explorepage #meme,2020-11-20,bibi_305_786,6897026408372096261
45800,5846,56,67,False,fyp,fuuuck,True,5,"If you know me, you don’t ❤️ #fyp #lesbian #gaytiktok #gay #gayngels #bi #lgbt #stem",2020-10-18,supjillez,6884860645364354306
547700,64500,947,2497,False,,original sound,True,15,🙃,2020-10-10,dioneboerstal1,6882041935029226754
72500,4411,35,34,False,,だめ演技力面接,True,14,,2020-12-02,angi1034,6901798489315921158
260800,36300,1099,36,False,blackwhite,origineel geluid,True,59,Antwoorden aan @x.roosf.10 De 5e in je @ wil in een circus werken 🤡 #blackwhite #clown #featureme #feature #famous #4up #fy #4u #drawing #procreate,2020-11-30,chelseamelody,6900949746962238721
58600,4751,32,29,False,foryoupage,ik had gewoon HONGUUUUR,True,13,😁🍻🥂 #foryoupage #fy #foryou #fyp,2020-10-05,_ylvax,6880161721349311746
90200,9233,156,48,False,fitness,original sound,True,53,If you have any questions just ask! #fitness #workout #training #gym #squats #deadlifts,2020-10-22,the_lift_doctor_,6886231790332218629
39700,3161,81,342,False,voorjou,Oh No,False,26,Secured the bag boiss wie komt online? #voorjou #vjp #dutch #tiktoknederland #viraal #ps5,2020-11-12,trantypebeat,6894262046720986369
136600,6940,81,238,False,shoulders,Space Cadet slowed plus reverb,True,28,Top oefeningen voor grotere schouders 🏆 #shoulders #shoulder #motivation #viral #workout #foryourpage #foryou #shoulderworkout #tips,2020-09-27,noahaltink,6877167604100910337
47200,4967,46,101,False,spiderman,original sound,True,9,ig I'm wrong then #spiderman #cosplay #ThinkingAbout #HouseTour,2020-12-08,helloooo.world.1,6903949620775324930
94200,16700,504,539,False,nederland,origineel geluid,True,53,#nederland #vervelendd #nederlandsetiktokkers #funny #fyp #foryoupage #voorjoupagina #lgbt #lesbian,2020-12-03,lalisalopes,6902115301094116610
590600,86000,2875,1583,False,foryou,original sound,True,11,Waarom zijn gymdocenten zo? (Insta: larsspeters) || #foryou #voorjou #dutch #school #docent #fyp #gym #bruh #gymdocent,2020-12-04,larsspeters,6902424258006273281
69300,20500,61,58,False,halloweenishere,Potential Breakup Song,False,12,🤠🤠 #HalloweenIsHere #equestrian #fyp #foryou #horse,2020-10-25,zoe.eventing,6887617610196733186
1100000,135700,4146,11500,False,teamwatdenkenjij,origineel geluid,True,14,look nou #teamwatdenkenjij #fyp #fy #voorjoupagina #foryoupage #oneliners #selflove #container,2020-11-19,luukwatdenkenjij2.0,6896760414055435521
37900,3169,42,9,True,fred,AhiChallenge,True,10,Should this have been a fRed card? 🤔🔴 #fred #paredes #manunited #psg #ucl #ziggosport,2020-12-03,ziggosport,6901972269636078850
12200,1116,123,23,False,foryoupage,original sound,True,41,Reply to @nimkar8 #foryoupage #fyp #tiktok #xyzbca #foryou #lewiscapaldi #beforeyougochallenge #suiciudalawrareness,2020-10-06,anujaranasinghe,6880508779109125378
35200,2212,147,8,False,fyp,Nightcore Forever She looks so perfect Newk82,True,15,Odpowiedz użytk. @thatguymax91  only one I have😂 is that okay?😁 #fyp #funny #dance,2020-11-11,daniii158,6893922616696999169
10900,1018,13,2,False,jaanu_99,original sound,True,30,Sisiter's wedding❤️❤️❤️❤️❤️❤️ Suprice Dance🙈 #jaanu_99 #wedding_suprice_dance #buttabomma #onemillionaudition #forupage,2020-10-10,janithc.ranawaara,6882071585621069058
128900,11700,94,12,False,foryoupage,original sound,True,12,@sooshalt @octstrength honey grows lats #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-10-30,timmytimmadome,6889466576051932421
9667,1915,10,3,False,,Setthu Poo,True,15,,2020-10-01,munaseer3,6878510237784083713
146100,34700,348,717,False,horadearrasar,som original,True,13,#horadearrasar,2020-10-12,homemdeferro37,6882670049648200962
1000000,141200,1432,57,True,,original sound,True,25,I GOT MORE FISH! 🐠,2020-12-16,kylethomas,6906885936366259457
540800,112600,1179,1017,False,naruto,original sound,True,16,Очень сильный момент #naruto  #sasuke #sakura #anime #animeedit #recommendations #fyp,2020-12-02,xaaku,6901655785407909121
102800,1466,23,17,False,waitforit,"Save A Horse, Ride A Cowboy",False,20,Grim the butt shaking horse #waitforit #horse #barnanimals #farmlife #equestrian #fyp #foryoupage #twerking #funnyanimals,2020-11-25,riggzie_smalls,6899086619228376321
369700,84500,293,799,False,haikyu,original sound,True,30,#haikyu #anime #animeedit,2020-11-18,weeaboba10,6896614154682125570
45400,5046,59,40,False,horadearrasar,Nega Chegando (feat. Menor Nico),False,13,#horadearrasar,2020-12-10,luuhmaia3192,6904657340679654661
105700,3329,36,12,False,covid,IAmAnAdult,True,8,Just for fun but there’s 2 kinds of people! #covid #fyp #HorrorTok,2020-10-19,raet68,6885161134748404998
128200,21400,180,138,True,horadearrasar,som original,True,13,Me jogou no lixo e a amiguinha reciclou 🤷‍♂️😅🔥// insta : cleisinho029 🔥// #horadearrasar #foryoupage #foryou #mejogounolixoeoamiguinhoreciclo,2020-11-27,cleisinho029,6899843622355750145
196400,5858,81,10,False,duet,original sound,True,7,#duet with @pugthegoat #foryoupage #fyp #foryou #powerlifting #bodybuilding #deadlift #fitness #workout #fittok #powertok,2020-09-22,timmytimmadome,6875394675985992966
7037,507,23,0,False,foryoupage,original sound,True,54,අනුන් දාලා විසි කරපුවා...අනේ මන්දා...#foryoupage,2020-11-27,mrkanapita,6899727630472383746
61200,7042,240,354,False,mycostume,original sound,True,13,Is it kissing time yet 😘 #MyCostume #exprESSIEyourself #kiss #foryou #fyp,2020-10-28,taylorlegit,6888453982440770821
49300,10500,132,605,False,animeedit,sonido original,True,10,😆❤ #animeedit #animefan #otaku #waifu #waifusenpaii #kawai #kawaiicult #animecuteuwu #lolis #loli #animeboy #waifu2d #maisan #anime4life,2020-10-23,makott0,6886917791429954817
1418,124,5,1,False,comedy,original sound,True,10,Tiktok Unband Special 😜😜😜#comedy #foryoupage #viralvideo #hirafamxx #trend #comedy,2020-10-20,risingstar93,6885674156655021314
52100,5688,88,234,False,fyp,original sound,True,58,#fyp #army #navy #airforce #marines #rangerschool #emarty_93  #sf_warriors,2020-11-05,ericmartin012,6891793639643647238
748900,74700,183,1666,False,foryou,original sound,True,14,Bird #foryou #foryoupage #fürdich,2020-12-17,condsty,6907213826681261314
236000,5483,100,206,False,soundwavestattoo,origineel geluid,True,14,#soundwavestattoo #spotifytattoo #tattoo #amsterdam #tiktok #amsterdamtattoo #spotify #shocking #tattooartist #foryoupage #coupletattoo,2020-11-23,mstar.ink,6898350532415540482
51900,247,0,5,False,viral,Pilfingerdansen - Remix,False,15,Cleaning day ❤️🙋🏼‍♀️ #viral #cleaning #cleaningvideo #saturday #dutch,2020-11-21,agnesbraham,6897534534636604674
87900,1795,78,18,False,catback,original sound,True,21,Some strong 12 year olds about these days #catback #deadlift #gym #workout #fyp,2020-10-27,bgjfit,6888353150521134338
419500,44200,416,257,False,,Amz1oak volg me,True,11,Based on true events... (idee van @emmakeuven ),2020-09-27,fennahillz,6877182502390353153
28300,3564,71,18,False,dance,Shower,False,10,Wasn’t exactly the same dance but close enough 😂 dc: @notstoud_ @zacklugo @brandonmundine #dance,2020-11-26,caitlinjs,6899510560556158209
80600,1176,35,6,False,moving,Crisis,False,15,Grosssss @walviswerner #moving #gross #clean #foryou #fy,2020-11-22,dantedejong1,6897940245858258177
82300,12400,131,23,False,finals,Wavy (ft. Joe Moses),True,13,5 months later and I finally get to go home!!! #finals #airforce #college,2020-12-09,jess.thebest,6904344469747911942
6600000,114100,577,302,False,,origineel geluid,True,10,Food Shredder,2020-10-07,relaxify,6880983457019809026
120600,4449,201,29,False,ms,Rise Up,False,15,My life with multiple sclerosis #ms #fyp #fy #voorjoupagina #somethingdramaticthatchangedmylifecheck #dutch #hospital #positive #goodvibes,2020-10-26,veratemmerman,6887890425844141313
495800,23400,331,2960,False,catocade,原聲,True,15,Frindships #catocade #shuffle #dance,2020-09-22,catocade,6875453919879908614
49400,1933,28,5,False,,original sound,True,53,,2020-11-18,marijn.kuipers,6896488817528753409
40200,4710,52,38,False,fyp,origineel geluid,True,9,#fyp #dutch #nederland #voorjou #snapchat #filter #camera,2020-12-03,stanwilgenhof,6902015702576762113
75900,20900,230,131,False,fyp,original sound - Eys Hombre,True,11,Okayyy this transition tho... also I can’t find the @ of who did this first !! Help!! #fyp #foryou #viral #makeupartist #makeuphacks #transition,2020-11-12,creatingherself,6894047232274812165
865000,36500,315,15000,False,fy,origineel geluid,True,13,#fy #voorjou #foryou #fördich #covid #quarantine,2020-09-26,vooraluwlekkerefilmjos,6876860979787959554
92000,3697,37,41,False,bottle,origineel geluid,True,17,Follow the chain #bottle #viral #bottleflipchallenge #bottleflips #fyp #foryou #fy #cool,2020-11-15,whassup_bro,6895338661622123777
44600000,5200000,32000,31600,True,,original sound,True,12,Beatbox keeping me sane before my flight 🗣✈️,2020-10-20,spencerx,6885766692627107077
45300,802,33,0,False,fyp,Space Cadet - Metro Boomin,True,10,😉 #fyp,2020-10-30,jessicabruintjes,6889428056704961793
6200000,488200,2009,21000,False,stitch,Therefore I Am,False,15,#stitch with @dina This is crazy!!!! #candle #lighter,2020-11-18,jonahmadlibsbolona,6896522195581897989
297500,12700,980,142,False,nederlandsetiktokkers,Boer Harms,False,10,Nederlander #nederlandsetiktokkers #dutchtiktok #hollands #geertwilders #rutte #geertwilders #zwartepietlivesmatter #kaaskop #voorjoupagina #fyp #fy,2020-12-13,badmahabdinur,6905816780938235138
40500,1657,143,45,False,foryou,"Fun, Exciting, Kids, Pets, Walks",False,58,#foryou #fyp #voorjou #wok #eten #koken #cooking #fypシ #haagschekeuken #foodtiktok #tiktokcooks #chefsontiktok #fireworks2020 #pumpupthejam #dutch,2020-11-24,haagschekeuken,6898757137154051330
69400,4775,265,80,False,deadlift,original sound,True,31,My Deadlift Journey🔥💪. #deadlift #deadlifts #deadliftchallenge #gym #gymlover #bodybuilding #powerlifting #motivation #workout #natural #fy #back,2020-11-27,abdul_khaliq2k20,6899845326161595649
607700,179100,394,1013,False,amongus,original sound,True,52,#amongus #corpse #corpsehusband @corpse_husband,2020-12-16,corpse_clipz,6906969301446593793
81000,5606,30,425,False,,original sound,True,9,Vers uit mijn nieuwe video: 3 Beste Borst Oefeningen🏆😂,2020-12-07,joelbeukersofficial,6903585019017645314
123500,6217,228,120,False,fyp,Intro,False,33,FOOD.👀 #fyp #food #diet #bodybuilding,2020-12-18,westonsgarland,6907635850985704709
346900,21600,73,711,False,f1,original sound,True,8,Sainz and his golf😎#F1 #Formula1 #F12020 #FormulaOne #GrandPrix #Racing #Motorsport #Hamilton #Vettel #Verstappen,2020-12-19,f1evolved,6908110392422092033
558900,20600,87,240,False,tiktoknederland,origineel geluid,True,37,Rekenwonder 🧮 || #tiktoknederland #rekenen #couplesoftiktok #prank,2020-09-26,gabriella.dejonge,6876787355181665537
3500000,692300,10700,48200,False,duet,original sound,True,59,#duet w/ @janickthibault / #africa #toto #80s #fyp #foryoupage #foryou #theataris #quietdrive #popgoespunk #punkrock #poppunk #cover #zyxcba #drummer,2020-12-04,thedustinphillips,6902420063882628357
137200,8082,568,354,False,benchpresschallenge,original sound,True,59,I’ve got 50 on venmo for whoever beats it #benchpresschallenge #armday,2020-11-11,landonheinberg,6893676462788840709
197700,25800,217,23,False,rhymepov,What You Know Bout Love,False,12,Reply to @kay_is_here567 just like this lol ☺️ #RhymePOV #GhostMode #pets #horse #horses #animals #animal #horsebarn #horsegirl #part2 #build,2020-10-12,stephaniemorattoofficial,6882870430625975557
65200,988,14,45,False,fancy,orijinal ses,True,15,#fancy #fancypants #fancyaudio,2020-11-29,gregkrucialcarney,6900344945777872133
13700,1236,0,4,False,genderreveal,original sound,True,12,(It’s a...)happiest birthday zaino love u 😍😍💋💋#sultansbattledance #genderreveal #birthday #happylife #transition #wishes #cake #yummy #4u,2020-10-26,masoudtiktok,6888010128486845698
396700,2243,36,42,False,morph,Just the Two of Us,False,9,#morph top surgery transition  time line; 1 year😇 #fyp #topsurgery #montreal #lgbtq #transition #ftm #foryourpage #queer #selflove #nonbinary #trans,2020-12-13,ryanngoldsdointhings,6905763253192789253
151900,24200,428,294,False,fyp,E-GIRLS ARE RUINING MY LIFE!,False,9,Reply to @kilxuaaa i love corpse #fyp #foryou #foryoupage #MyCostume #exprESSIEyourself #MicellarRewind,2020-10-27,bundaddy,6888373722546294022
346600,34300,183,168,False,onepiece,оригинальный звук,True,17,#onepiece #luffy #edit #recommendations #animeedit #ванпис #аниме #БезОстатка,2020-12-01,_do_nya_,6901122865928670466
888300,109700,813,3746,False,akatsuki,оригинальный звук,True,21,Ответить пользователю @_chuya_28 @animkt #akatsuki #anime #naruto #akatsuki #recommendations #recommendationanime #animeed #kakashi #sasori #animeedit,2020-11-20,cuakun.to,6897348095844027649
51500,4625,131,18,False,greenscreenvideo,Sean Kingston & Justin Bieber - Eenie Meenie,True,15,Reply to @coolkid0183 #greenscreenvideo - it’s probably half decent. I’m more explosive than most expect. #vertical #jump #hops #athlete,2020-11-24,benjamin_robert_graham,6898706823541542146
143000,30500,444,697,False,attackontitan,오리지널 사운드 - 백동욱🌈,True,8,Eren Jaeger [Shingeki no Kyojin] #attackontitan  #anime #erenjaeger #snk #animeedit #shingekinokyojin,2020-10-18,annie.dess,6884749597864987905
56800,3810,706,305,False,duet,Up Beat (Married Life),False,59,#duet with @kingofcommunism69 #DoItBold #MyCostume #exprESSIEyourself #MicellarRewind Facepalm is all I have to say about this,2020-10-27,2zero1eight,6888423046529518853
1100000,330000,3767,3712,False,chinesetiktok,оригинальный звук,True,11,When they call you ugly in 💯 ways #chinesetiktok #chinese #chineseboy #chinesetrend #asianboy #transition #transformation #fyp #foryou,2020-10-26,jesungiya,6888031153173892353
183900,7657,515,88,False,gymshark,london bridge BABYYYY,True,8,"no hate, but duet me to prove me wrong lol #gymshark #rdl #guyswholift @gymshark",2020-12-14,samtaylor_fitness,6906136469144964357
86100,4271,17,389,False,abs,Swervin (feat. Veysel),False,8,Along with a calorie deficit this workout is gonna help you get those abs popping! #abs #aesthetics #fatloss #FeelingGood #fit #abworkout,2020-09-25,bodybyberg,6876262384093236485
7400000,607600,7523,29200,True,shuffle,original sound,True,15,Ever seen a 6 foot 8 man try and shuffle 🤣🤣🤣🤣 #shuffle #giraffe #smoothcriminal,2020-09-28,ladbabyofficial,6877458289978821889
52300,5057,155,388,False,horadearrasar,som original,True,13,#horadearrasar 🙏🙏🙏,2020-12-10,alessandraveloso95,6904739327385799942
57000,9902,151,100,False,transition,original sound,True,7,ooooo😗 #transition #transitions #loop #fyp #foryou #CancelTheNoise #TheProm,2020-12-15,amen_716,6906559972839034117
74400,4911,29,38,False,duet,original sound - NaiHe,True,12,#duet with @sydneymcghee___ I think I messed it up but highly requested 😂 great challenge!! Girl you got some 💪🏻 #fyp #foru #fitnessgirl #fitgirls,2020-10-14,sarah.annne,6883532351960288518
439700,25200,984,194,False,kesfet,original sound,True,15,#kesfet #turkish #asianmakeup #foryou #viral ###voorjou #funny #komik #like #fypシ #virall,2020-12-18,achi.roffazuid,6907464609116982529
358500,4075,22,9,False,roadmarking,Happy,False,30,#roadmarking #work #satisfying #roadmarker #signalisation #white #fyp,2020-12-09,wegmarkering,6904294597862755585
306300,14400,77,99,False,sunset,Where Is The Love?,False,8,"hi 👋,  150k, thanks for your attention.diet plan on the way 😋,see you in next video#sunset #workouts #fitness #muscle #training #foryoupage",2020-11-19,thefitnessguys0,6896976403208604934
263400,22400,200,341,False,draft,original sound,True,11,Old one 🤎✨ #draft #hairstyle #hairlook #hairtransformation #blondtobrown,2020-11-22,kirstenvo,6897916296025885954
95400,2883,73,250,False,tiktoknl,Rudolf the Red Nose Raindeer,False,30,#tiktoknl #fyp #fy #foryou #foryoupage #toiletpaper #voorjoupagina #christmas #rudolf #fyppage,2020-12-14,nietsaterbraak,6906139639753559298
41600,3903,65,3,False,,prasaniro,True,15,,2020-11-08,shanigirl26,6892654388314164482
